images,modal_categ,type,corr_ans,order
stimuli/objects/beermug01a.jpg,Kitchen & utensil,old,left,41
stimuli/objects/beachumbrella01.jpg,Outdoor activity & sport item,old,left,42
stimuli/objects/microwave.jpg,Kitchen & utensil,new,right,43
stimuli/objects/umbrella04.jpg,Outdoor activity & sport item,old,left,44
stimuli/objects/lightbulb01.jpg,Electronic device & accessory,old,left,45
stimuli/objects/studiolight.jpg,Electronic device & accessory,new,right,46
stimuli/objects/footballhelmet.jpg,Outdoor activity & sport item,new,right,47
stimuli/objects/jug.jpg,Kitchen & utensil,new,right,48
stimuli/objects/toasteroven.jpg,Kitchen & utensil,old,left,49
stimuli/objects/usbkey.jpg,Electronic device & accessory,old,left,50
stimuli/objects/hockeygoaliemask.jpg,Outdoor activity & sport item,new,right,51
stimuli/objects/photocopier.jpg,Electronic device & accessory,old,left,52
stimuli/objects/coffeemaker.jpg,Kitchen & utensil,old,left,53
stimuli/objects/tripod01.jpg,Electronic device & accessory,new,right,54
stimuli/objects/lectern01.jpg,Electronic device & accessory,old,left,55
stimuli/objects/fonduefork01.jpg,Kitchen & utensil,old,left,56
stimuli/objects/chocolatefonduedish.jpg,Kitchen & utensil,old,left,57
stimuli/objects/spatula04.jpg,Kitchen & utensil,old,left,58
stimuli/objects/servingspoon01.jpg,Kitchen & utensil,old,left,59
stimuli/objects/securitycamera.jpg,Electronic device & accessory,old,left,60
stimuli/objects/payphone.jpg,Electronic device & accessory,old,left,61
stimuli/objects/cork02.jpg,Kitchen & utensil,new,right,62
stimuli/objects/garlicpress02a.jpg,Kitchen & utensil,new,right,63
stimuli/objects/peppermill02b.jpg,Kitchen & utensil,old,left,64
stimuli/objects/telephone01b.jpg,Electronic device & accessory,old,left,65
stimuli/objects/cuttingpliers02.jpg,Hand labour tool & accessory,old,left,66
stimuli/objects/coffeemachine.jpg,Electronic device & accessory,old,left,67
stimuli/objects/foodprocessor.jpg,Kitchen & utensil,new,right,68
stimuli/objects/bowl02a.jpg,Kitchen & utensil,old,left,69
stimuli/objects/scanner.jpg,Electronic device & accessory,old,left,70
stimuli/objects/heatpump.jpg,Electronic device & accessory,old,left,71
stimuli/objects/contactlens.jpg,Kitchen & utensil,new,right,72
stimuli/objects/cellphone.jpg,Electronic device & accessory,new,right,73
stimuli/objects/djmixer02.jpg,Electronic device & accessory,old,left,74
stimuli/objects/speaker04.jpg,Electronic device & accessory,new,right,75
stimuli/objects/shotglass.jpg,Kitchen & utensil,old,left,76
stimuli/objects/blender.jpg,Kitchen & utensil,new,right,77
stimuli/objects/alarmclock01.jpg,Electronic device & accessory,new,right,78
stimuli/objects/wateringcan.jpg,Hand labour tool & accessory,old,left,79
stimuli/objects/espressomachine.jpg,Kitchen & utensil,new,right,80
stimuli/objects/ladder.jpg,Hand labour tool & accessory,new,right,81
stimuli/objects/toyhockeystick01.jpg,Outdoor activity & sport item,old,left,82
stimuli/objects/hockeygoaliepad.jpg,Outdoor activity & sport item,new,right,83
stimuli/objects/spotlight.jpg,Electronic device & accessory,old,left,84
stimuli/objects/podium.jpg,Outdoor activity & sport item,old,left,85
stimuli/objects/muffintray01.jpg,Kitchen & utensil,old,left,86
stimuli/objects/floppydisk02a.jpg,Electronic device & accessory,new,right,87
stimuli/objects/cassettetape01a.jpg,Electronic device & accessory,new,right,88
stimuli/objects/cuttingboard.jpg,Kitchen & utensil,old,left,89
stimuli/objects/minifridge.jpg,Kitchen & utensil,old,left,90
