instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,type,corr_ans,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.3004,2,0.3011,0,80,80,32,1,stimuli/objects/alarmclock01.jpg,new,right,33,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.3392,4,1.429,0,81,81,3,1,stimuli/objects/garlicpress02a.jpg,new,right,4,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.7546,2,1.2067,0,82,82,61,1,stimuli/objects/minifridge.jpg,old,left,62,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,4.4049,4,0.6081,0,83,83,86,1,stimuli/objects/nutcracker01.jpg,new,right,87,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.6843,2,0.9397,0,84,84,63,1,stimuli/objects/carantenna.jpg,old,left,64,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.8763,2,0.451,0,85,85,79,1,stimuli/objects/servingspoon01.jpg,old,left,80,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.0098,4,0.1874,0,86,86,50,1,stimuli/objects/kneepad01c.jpg,old,left,51,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,1.6581,4,0.2831,0,87,87,42,1,stimuli/objects/mitresaw.jpg,new,right,43,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,2.6839,4,0.8246,0,88,88,66,1,stimuli/objects/martiniglass01b.jpg,old,left,67,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.4365,2,1.0491,0,89,89,38,1,stimuli/objects/fan.jpg,new,right,39,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,,,,,,,,,,,,,,space,20.3761,0,0,0,0,1,condition_files/ImagesforRecog1_1.csv
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,left,4.452,2,1.1248,0,0,0,29,1,stimuli/objects/powercable.jpg,old,left,120,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,18.4477,1,3.5831,0,1,1,75,1,stimuli/objects/butterdish.jpg,new,right,166,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.2041,2,0.4767,0,2,2,14,1,stimuli/objects/fridge.jpg,old,left,105,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.7378,2,0.2492,0,3,3,78,1,stimuli/objects/jack.jpg,old,left,169,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,2.4942,3,1.1554,0,4,4,50,1,stimuli/objects/chocolatefonduedish.jpg,old,left,141,,,,,,,,
,,,,,,,,552,,2021-12-05_18h50.38.644,MemLear_ses-01_part-02_label-phase2,2020.1.3,Win32,60,right,1.0381,3,0.3057,0,5,5,64,1,stimuli/objects/peeler01.jpg,old,left,155,,,,,,,,
