illustration_loop.thisRepN,illustration_loop.thisTrialN,illustration_loop.thisN,illustration_loop.thisIndex,illustration_loop.ran,images,key,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,key_resp_4.keys,key_resp_4.corr,n_back_loop.thisRepN,n_back_loop.thisTrialN,n_back_loop.thisN,n_back_loop.thisIndex,n_back_loop.ran,word,CORRanswer,trialtype,hit_NoHit,key_resp_4.rt
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,46,46,46,1,crutch,l,0,NoHit,[0.9154000000059455]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,47,47,47,1,obesity,l,0,NoHit,[1.1672999999970273]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,48,48,48,1,bless,l,0,NoHit,[1.5769999999999982]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,0,49,49,49,1,obesity,d,1,Hit,[0.8050999999940416]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,50,50,50,1,pistol,l,0,NoHit,[0.6143999999910648]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,51,51,51,1,bored,l,0,NoHit,[0.6065000000000111]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,52,52,52,1,pity,l,0,NoHit,[0.6248999999910723]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,53,53,53,1,politeness,l,0,NoHit,[0.6667000000029759]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,0,54,54,54,1,pity,d,1,Hit,[0.8367000000029634]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,55,55,55,1,beautiful,l,0,NoHit,[0.5722000000029936]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,56,56,56,1,street,l,0,NoHit,[0.5847000000029823]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,0,57,57,57,1,beautiful,d,1,Hit,[0.78449999999998]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,58,58,58,1,aroused,l,0,NoHit,[0.4449000000059584]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,59,59,59,1,demon,l,0,NoHit,[0.5927000000029921]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,0,60,60,60,1,aroused,d,1,Hit,[0.7720000000000198]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,61,61,61,1,cash,l,0,NoHit,[0.4664000000059616]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,62,62,62,1,immature,l,0,NoHit,[0.7945999999940341]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,63,63,63,1,cheer,l,0,NoHit,[0.5882000000029848]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,0,64,64,64,1,cheer,d,1,Hit,[0.5937000000029684]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,65,65,65,1,controlling,l,0,NoHit,[0.5128999999910775]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,66,66,66,1,messy,l,0,NoHit,[0.539299999997013]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,67,67,67,1,cliff,l,0,NoHit,[0.6134999999999877]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,68,68,68,1,butterfly,l,0,NoHit,[0.4477000000029818]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,0,69,69,69,1,cliff,d,1,Hit,[0.5933000000119364]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,70,70,70,1,erotic,l,0,NoHit,[0.42099999999999227]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,71,71,71,1,vest,l,0,NoHit,[0.4200999999940507]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,72,72,72,1,dazzle,l,0,NoHit,[0.4572999999970193]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,73,73,73,1,disloyal,l,0,NoHit,[0.5039000000059843]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",0,0,74,74,74,1,dazzle,d,1,Hit,[1.5422999999970273]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,,0,0,75,75,75,1,defiant,l,0,NoHit,
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",0,0,76,76,76,1,fault,l,0,NoHit,[1.2803999999910616]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,0,77,77,77,1,defiant,d,1,Hit,[0.6632000000030018]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,78,78,78,1,shotgun,l,0,NoHit,[0.5852000000029989]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,79,79,79,1,revolt,l,0,NoHit,[0.447299999997]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,80,80,80,1,unhappy,l,0,NoHit,[0.43060000000895116]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,0,81,81,81,1,revolt,d,1,Hit,[0.6332000000029723]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,82,82,82,1,car,l,0,NoHit,[0.43510000000893]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,83,83,83,1,fight,l,0,NoHit,[0.7095999999940545]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,84,84,84,1,obsession,l,0,NoHit,[0.5877999999970314]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,0,85,85,85,1,obsession,d,1,Hit,[0.5319000000059475]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,86,86,86,1,messy,l,0,NoHit,[0.4522000000029607]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,87,87,87,1,anger,l,0,NoHit,[0.37490000000596524]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,88,88,88,1,exercise,l,0,NoHit,[0.3429999999999893]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,0,89,89,89,1,anger,d,1,Hit,[0.5591000000089821]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,90,90,90,1,suspicious,l,0,NoHit,[0.4558999999910611]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,91,91,91,1,politeness,l,0,NoHit,[0.4062000000029684]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,0,92,92,92,1,suspicious,d,1,Hit,[0.5859999999999559]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,93,93,93,1,shark,l,0,NoHit,[0.5559999999999832]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,94,94,94,1,detest,l,0,NoHit,[0.4070000000000391]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,0,95,95,95,1,shark,d,1,Hit,[0.7360000000000468]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,96,96,96,1,cash,l,0,NoHit,[0.4045999999940477]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,97,97,97,1,cancer,l,0,NoHit,[0.5187999999969861]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""l""]",1,0,98,98,98,1,pistol,l,0,NoHit,[0.5144999999999982]
,,,,,,,992,,2021-12-02_12h28.44.004,MemLear_ses-01_part-02_label-nBack,2020.1.3,Win32,60,"[""d""]",1,0,99,99,99,1,cancer,d,1,Hit,[0.5627000000030193]
